"","song_id","title","release","artist_name","year"
"126274","SOFDDFZ12A8C13BA7C","String Quartet No. 14 in C sharp minor Op. 131: III.    Andante moderato","Beethoven: Late String Quartets","Alban Berg Quartett",0
"89388","SOIEPHH12AF729F2FB","The Next Movement","The Roots","The Roots",0
"45819","SOAMWBB12A8C1320A6","No Problem (Explicit Version)","The Crunk Recordings: Hits From The Pioneers And Players Of Crunk","Lil Scrappy",0
"188993","SOMKQJP12CF5F87FBC","La sieste","En concert au Splendid","Les Blaireaux",2007
"98067","SOEBTMQ12AB0187AC1","Sample Track 7","Gimme A Break","Simon Harris",0
"186412","SODGPDP12A8C140AD5","I Keep Telling Myself","Curtis Stigers","Curtis Stigers",1991
"125926","SOGFHKG12AC4687836","A Garden","Maria Friedman Celebrates the Great British Songbook","Maria Friedman",0
"190272","SOQOFKO12A670217EE","Just For You","Best Of","Mis-Teeq",2003
"190254","SOCXYEK12A6BD563E3","Sparkling Diatoms","Arm Of The Starfish","The Blithe Sons",2004
"184392","SOSIXUE12AB0185311","Payback","Till The End","Endless Struggle",0
"96796","SOLMFWI12A58A7D8A5","Pandora's Box","Loud and Clear","The O.C. Supertones",2000
"33580","SOGUATE12A6D4F7E04","Running free","The Utopian sea of clouds","Jorge Salan",2002
"24156","SOKSNTO12B0B80BE3B","Caught In This Affair","Himawari","Swayzak;J.B. Rose",2000
"27233","SOKRASJ12A8C131BE8","You've Got To Choose","The Search Is Over","Deitra Farr",0
"161372","SOATHVW12A8C13515A","Veni Vidi Vici feat.Aka","Drive By En Caravane","Seth Gueko",0
"78830","SOZFEBY12A58A78D56","My Spine","Puppy","Fluke",2003
"151417","SOJCRGS12A6D4FBB7D","Rocket Superstar","Void","Novadriver",2001
"64775","SODBKII12A6D4FA2F6","Long Road","Hed Phone Sex","Funki Porcini",1995
"119893","SOYEXZH12AB018737E","Psycho Messages","Anghellic","Tech N9ne",2001
"113922","SOGLBPL12A8C145321","Bad Hair Blues","Martian Arts","Jimpster",1996
"31310","SOLIUQG12A6D4FA567","Gameshow","Ramba Zamba!!!","Winfried Jürgen",1997
"174050","SOTBQNU12A6D4F87F4","Su Manzanile","S'amore 'e Mama","Tenores Di Bitti",0
"48151","SOTUNHP12A58A7D751","Little Bird","Dance Vault Mixes - Little Bird (2nd Set Of Mixes)","Annie Lennox",1992
"30152","SOCFRIY12A8C13FE09","Verdi: Ernani: Surta e la note","Maria Callas: Volume Three","Maria Callas",0
"41957","SOESUWB12A58A77E5E","Sneakin' Around","The Second Album + The First Rehearsal Tapes","Suicide",1999
"132455","SONKIMP12A6D4F6F24","Einfeld","Goodbye","Ulrich Schnauss",2007
"4558","SOFTBRJ12A8C13F320","Full Metal Jackoff","Last Scream Of The Missing Neighbors","Jello Biafra With D.O.A.",1989
"93525","SODRMQU12AB017DF9B","Heed The Ball","Dog Disco","Leatherface",2004
"3726","SOQUAWR12A8C140EE9","Hello Summertime (Digital Re-Recording)","The Very Best Of Bobby Goldsboro_ Volume 1","Bobby Goldsboro",0
"66124","SOAJANR12A6D4F7C23","Nuyorican Soul Intro","Nuyorican Soul","Nuyorican Soul",1997
"134260","SOELBRW12A8C138F0F","Soul Pride (Part 1)","The Singles Volume 5: 1967-1969 (E)","James Brown",0
"92321","SOIFGYC12A8C132F2F","Unknown - Feat. Hue Hef","Undergrounds Series Vol. 1: Dayz Of Our Livez","Agency 1.9.9.4",0
"88916","SOCODHH12A8C13E97F","Out On The Floor","Take Me In Your Arms And Love Me","Frances Nero",1997
"32391","SOAGBLH12AAF3B2B44","All My Friends Are On Prozac","Real Panic Formed","Suffering And The Hideous Thieves",0
"138173","SOFQWAZ12A6D4F819E","Country Love","The Complete Hill Records Collection / United Artists Recordings_ 1972-75","Z.Z. Hill",0
"144108","SOXVQTO12A8C1355D4","Ain't No Sunshine (LP Version)","I Love The Way You Love","Betty Wright",1972
"74012","SOAWEVX12AB017F84B","Mpop 80 Xplosion","Novo Rock","69",0
"24861","SOCXKBU12AB018562F","A Spaceman Came Travelling","Light A Candle","Smokie",1996
"144909","SOYOFJJ12AC960A4F7","Naodinci","III","Boombox",0
"26767","SOPMALE12A8C132CFC","Nocturnal Emission","Resonance 2","Anathema",0
"51728","SOYPAYA12A8C13219F","You´re In My Mind","And Then We Danced","The Ballad Bombs",0
"125526","SOGOHFW12A8C140F07","Combat 84","Charge Of The 7th Cavalry","Combat 84",1982
"150503","SOWLIDP12AB0183FCD","Under The Faker","Snuff Out","Patric Catani",1997
"26755","SOGNUKA12A8151D8B8","Old Surehand-Melodie","Karl May-Melodien","Martin Böttcher",1994
"50309","SOVNSRR12AB018E1C8","My Sunshine","A Sweeter Life","Delilah",0
"136086","SOZFJFY12A8BEEEAD3","Wu Shuang","Jay Chou Live Concert","Jay Chou",0
"123452","SOJPKDI12A6D4FB36B","I Won't Lie To You","The World We Live In","Radney Foster",2006
"132343","SOJXMPJ12A8AE45C96","Umpikujassa","20 Suosikkia","Egotrippi",2000
"98171","SOHWNLB12AB017B009","Dangerous Mouths (LP Version)","Da Real World","Missy Elliott / Redman",0
"45206","SOCENYI12AB01868F8","Mil Perdões","Chico No Cinema","Chico Buarque",1984
"9688","SOPKAYT12AB01873BA","Chop That Wood","Feel Glorious","Milez Benjiman",2009
"178481","SOTLNUM12A8C136758","Stage Coach","Night At The Museum","Alan Silvestri",2006
"60176","SOOCTPL12A8C1366C7","Wheel Of Fortune","Reality Check","The Teenagers",0
"51300","SOFXHRF12AB0184FF2","She Gets So Hungry At Night She Eats Her Jewellery","I Am Cold","Rip Rig & Panic",0
"85656","SOEFVNE12AB018B504","Sumer in Paris","Hôtel Costes 5 by Stéphane Pompougnac","Cam starring Anggun",0
"10858","SOMNEPB12AC468D602","Merry-go-round","Urin Gagarin EP","Cannibal Cooking Club",0
"122459","SOVNHLM12AB017D677","The Pick Up (Skit)","K.O.D.","Tech N9ne",2009
"151396","SOLFKSH12AB0183F57","I'd Rather Go Blind","Woodstock Generation","Chicken Shack",1969
"33088","SOKZBHJ12AB017CF4E","Falsos Mitos Sobre La Piel Y El Cabello","Llamadas perdidas","La Costa Brava",2004
"103236","SOZSHNQ12AB018758A","Fand","Something Wicked This Way Comes - Live at Claret Hall Farm & Stonehenge","The Enid",1978
"96121","SOIWMOF12AB017E53A","Noches de amor","Los dos Inseparables","Alfredo Gutiérrez - Calixto Ochoa",0
"192850","SOARYTT12AB0186386","Deepest Secret","Deepest Secret","Jessica Sierra",0
"152911","SOHOSMH12AB0189E75","Your Side","You Known What It's Like To Be Alone and Shut Down","Winter Took His Life",2007
"99907","SOSVNOL12A6D4FB98C","How You Live [Turn Up The Music] (LP Version)","6 PICKS: Essential Radio Hits EP","Point Of Grace",0
"167353","SOECIEN12AB0185E21","I'm The Real Santa","Rock'N'Roll X-Mas","The Refreshments",0
"30463","SOWXDYF12AC95F078F","Strawberry Planetarium","OXYCANTA - Winter Blooms","Hybrid Leisureland",2007
"183488","SOBLERG12AAF3B3121","P.S.K. 'What Does It Mean'?","Best Of Schoolly D","Schoolly D",0
"132191","SOOINFN12AB017D77C","Worrier King [Live Version]","Learning To Flinch","Warren Zevon",0
"52674","SOGJIJE12AB0183971","Flying High (Acappella)","Nervous Acappellas 2","Byron Stingily",0
"178189","SOMWUEI12AB0180281","Monks","Too Cool For School 2","Gurtz",0
"112936","SOAJEGQ12AB018A046","Mundo perfecto","Se repite la historia","Costumbre",0
"36288","SOFOSEH12A8C135D42","L'Ubriaco (1996 Digital Remaster)","Due Anni Dopo","Francesco Guccini",1970
"134419","SOXUEFD12A8A9D574A","The Rat Who Would Be King","The Audio of Being","Matthew Good Band",2001
"171925","SOCMJVV12A6701F5E5","Jezebel","Ay Caramba!","Ska Cubano",2006
"189505","SONMCUJ12AB018A622","Shangri-La","Shangri-La","Brother ape",2006
"46738","SOJXDFB12AB0188523","Hit Parade","El Ciclon de la Habana","David calzado y su Charanga Habanera",0
"128014","SOKKKCU12A8151E0B4","Soldiers Of Misfortune Richard Patrick And Timmy The Terror Brade Runna Mix)","Soldiers Of Misfortune","Filter",0
"85367","SOFJKNB12A8C13CA16","Walk On The Wild Side","Variations Sur Le Meme T'Aime","Vanessa Paradis",1990
"176506","SOKCEUH12AC9075870","Bogies Bonnie Belle","Aqaba","June Tabor",1988
"96161","SOBMNAI12AB018C5F5","The Man That Got Away (Album Version)","Love","Rosemary Clooney",1995
"171047","SOWKBMZ12AB018A88E","Dreams","Traces O` Red","Enslavement Of Beauty",1999
"153604","SOIFVLW12AB018AFC1","Whispering Whisperer","Flat Earth Society","Dimentia 13",0
"122819","SODXMEF12A6D4FB4BD","Marty's Party","Sessions volume 1","Rick Braun",1995
"182767","SONMLFO12AB01815CC","Baby Wont You Please Come Home","Believe","Chico Hamilton",0
"106842","SOZJWNK12AB0184F7C","Day After Day","Gym Music from Burn After Reading","Crazy Girl",0
"107297","SOOSTKN12A8C131FCC","Stricken [Live At The Riviera]","Inside The Fire","Disturbed",0
"145160","SOFFTXE12A81C2234E","Avanti Polka","Polka-Hits der Volksmusik","Florian Silbereisen",2003
"171581","SONZQCC12A8C136ADA","Precision On The Cut","Who Sampled This?","Rob Swift",2003
"153005","SOGFKDL12A8C13BDD3","I Want You (Rare-Intro Version)","Wild Life - Cool Side Of Original Love","Original Love",0
"119687","SOBXUUF12AB018C0CB","Sun In The Winter","Miami Tunes 2010","Max Graham",0
"10932","SOSISDG12A8C143151","Love","King Giraffe","The Parson Red Heads",2007
"18757","SOQMAVR12A58A7CA99","Trapped","Eminem Presents The Re-Up","Proof",0
"25579","SOWVQWJ12AB0181AD7","Amsterdam","Superstars singen Brel","Xavier Naidoo",0
"73748","SOQSZTN12A6D4F694F","Flying/Spring of '44","Marie-Lynn Hammond & Vignettes","Marie-Lynn Hammond",0
"196499","SONTJCB12A67020BD2","Foxhole  (Remastered LP Version)","Adventure","Television",1978
"75503","SONATHB12AB018614C","The One She Adores","Sold Out Of Love","New York Rel-X",2005
"59822","SONHGET12A8AE48B73","They Say","Bloom","Lou Rhodes",2007
"84013","SOITWKZ12AB0186FE8","Eject (Over Zealous Mix)","Eject EP","Senser",1993
"78283","SOJQWCL12AB0188D19","Se Les Pelo Baltazar","Contrato Con La Muerte / Paloma Errante","Fermin Soto",0
"25384","SOKGFGN12AB01897C7","Hej mina barn","Livet genom en pansarvagnspipa","Fronda",0
"168006","SOWUQEL12A6D4FB412","Amarillo","Big House","Big House",0
"165186","SOGAGMU12AB017F420","Aurora Nova","Dan Fogelberg Live: Greetings From The West","Dan Fogelberg",1990
"124733","SOIIWAE12A8C133D35","My Pillow","Alright_ This Time Just the Girls Volume 2","Beards_ The",2006
"145785","SOFHWZS12AB0189A2E","Broken","My Little Orchestra","Choix",0
"14429","SOEZUEG12AF72AB07A","Sebastian Brandt pres. Genua:  Secret Staircase (Algarve Remix)","Residency One","Jon O'Bir",0
"185480","SOXRVMU12A8BEE9541","Lifting [Main]","Lifting","Warren Clarke feat. Shena",0
"77202","SOFMEDN12AB017D952","No More","Tesko Suicide","Sneaker Pimps",1996
"148365","SOGJWAL12A8C13FF47","Alot To Lose","Bust A Nut","Tesla",1994
"190037","SOONVTB12A8C13A06B","Rameau : Les Indes galantes : Act 3 Air pour les Fleurs","Rameau : Les Indes galantes","Jean-François Paillard",0
"118890","SOEZZKC12AC3A4DF17","Out Of Our Minds","Out Of Our Minds","Melissa Auf der Maur",2009
"192583","SODLXUT12A58A78CD5","Bubble Gum And Braces","Portrait of Bobby","Bobby Sherman",0
"67568","SODBEVW12A8C13EA0D","Der Sand Des Späten Winters","Galgendämmerung","Nocte Obducta",2002
"27146","SOVEFHJ12AB017E395","The Rules","Introducing Joris Roelofs","Joris Roelofs feat. Aaron Goldberg_ Matt Penman & Ari Hoenig",2008
"160453","SOETPVU12A8C137ED0","I Can't Do Anything Right","Saltbox","Red Aunts",1996
"38565","SOZJTGE12A58A7D98C","The Selkie's Dream","Clarsach","Jennifer White",0
"119940","SOHPXWT12A8C1371A9","I Love To Hear My Baby Call My Name","Jimmy Yancey Vol. 2 1940 - 1943","Jimmy Yancey",0
"117939","SOJBJUC12A6D4FA51A","Vlueneskuedothey","Autopsy","Morthem Vlade Art",0
"11807","SOSGYZH12A8C13EA64","Kyler's Song","Marc Seal","Marc Seal",0
"181606","SOPTWSG12AB01853AD","Chicago","Chicago","Zarco",0
"61450","SORGOLY12AB017BA3B","I Do","Back Home","Westlife",2007
"168848","SOTIQGK12A6D4FE64B","Hot Christmas","Up Your Chimney","Dr. Elmo",2000
"143153","SOKIGXR12AB017EAE4","Because Of Who You Are","Found A Place","FFH",2000
"134464","SOKIWKC12AB018D7E1","Liberty & Justice","Destroyer Of Worlds","bathory",2001
"89995","SOXZREB12AB0188D48","Hurry Up & Come","Fatis Presents Coco Tea","Coco Tea",0
"193572","SOYLERN12A6D4FAE5C","Reckless Life (Remixed By Gilby Clarke Featuring Tracii Guns)","The Roots of Guns n Roses","Hollywood Rose",0
"101151","SOKIHRD12AB018B1AD","Hotel happiness","Hotel Happiness","Brook Benton",1986
"13488","SOBXIFD12A6D4F7FC4","7 Weeks (Explicit Album Version)","As Cruel As School Children","Gym Class Heroes",2006
"183295","SODMCRO12AB017C9E2","Le Roi De L'Arène","Les Increvables N1","André Verchuren",1999
"60125","SOVLEMT12A8C13CF1F","X-Town","Rollin' & Tumblin'","Roger Chapman & The Shortlist",0
"66073","SODUOZF12AB018607F","Entomodub 2","Lane","Léna",0
"68697","SOPQXUA12A6D4FD14C","Das Gegenteil von Liebe (Alternative Radio Version)","Das Gegenteil von Liebe","Jörn Schlönvoigt",0
"62770","SOLDBSS12A8C13A83C","Yankee Doddle Go Home","Stan Freberg Presents The USA","Stan Freberg",0
"99379","SOPZPRR12A58A7CF92","Lavish (featuring Pharrell) (Explicit Chopped & Screwed Version)","The Day After","Twista",2005
"141622","SOFNERT12A8C13EB22","La Vie Est Folle Live","Live 2000","Jacques Higelin",2000
"127844","SOSWCBL12A8C13F6BB","0800 FUCK YOU","Jackviper Single","Jackviper",0
"115047","SOSSFAG12A8C13248F","Hold On (Live Acoustic Version)","Hold On","KT Tunstall",2007
"36396","SOZQTIR12A8AE470B8","Hey Girl","Riddim Driven: Sexy Lady Explosion","Tanto Metro & Devonte",2006
"163146","SOWZNUV12AC9071B6C","TV Party","Live at The On Broadway 1982","Black Flag",1981
"93111","SOBXJPW12A81C21F68","Don't Cry (Acoustic Version)","Best 1991 - 2004","Seal",0
"11284","SOEAEKY12A6D4F9D5E","Eray","Baida","Faudel",1997
"11341","SOBVXOF12A6D4FBB28","Hustlenomics (Amended Album Version)","Hustlenomics","Yung Joc",2007
"15438","SOPUPZG12A81C23023","Poverty","Bull Talk","Michael Prophet",0
"128677","SOAUETF12D02199708","Animal Nocturno","Animal Nocturno","Ricardo Arjona",1997
"100563","SOFTPWV12AAA8C8611","Two Fingers","Two Fingers Instrumentals","Two Fingers",0
"151322","SOMZZAH12A8C1382C1","Color Blind","Craving Lucy","Craving Lucy",2007
"13347","SOHGRUB12A8C13C211","Valgame Juana","Punta Paloma","Kiko Veneno",1997
"111101","SODIQIS12AAF3B2474","Peace In The Valley","Exile On Coldharbour Lane","Alabama 3",0
"28599","SOACJBE12AB0184531","Step Up","Funked Up!","Candy Dulfer",2009
"129173","SOVJNXI12A6D4F889A","Garbage Man (Explicit)","Pretty On The Inside","Hole",1991
"5794","SOMUKHQ12A67020769","For All We Know (LP Version)","SOMEONE TO WATCH OVER ME - THE DEFINITIVE JIMMY SCOTT","David Sanborn",0
"102464","SOANMGI12AAF3B4660","Hold On","Hold On","Lazee Feat. Neverstore",0
"145863","SOIHKYE12A8C13990A","Wacks Thugs (Skit)","Ma Génération","Ste Strausz",0
"189419","SOYYPFU12A8C14429A","Tooth Rolls","Bridging Two Worlds","Baby Mammoth",1997
"70165","SOONESV12A6BD522E4","Surrender","To All Our Fallen Heroes","Ann Beretta",1999
"127468","SOLVXDL12A8C13A41E","Physical","Physical","Alcazar",2004
"159386","SOMOSPR12A58A7DF3A","Song For Maya (Oscar Remix))","Gumbo","Phil Weeks",0
"152212","SOGBJDB12A6D4F42FD","Crazy He Calls Me","Southern Breeze/Coffee_ Cigarettes & Memories","Jeri Southern",1999
"172108","SOAQYTX12AB018B0C0","I'm So Glad","Anthology","Iggy Pop",0
"17720","SOYHUDU12A58A7BF64","Dark Not","Dark Not EP","Funk Brothers",0
"27325","SOKLJOP12AB017D233","March to the Guillotine","Road of Bones","Ignitor",0
"16299","SOSUNVP12AB0180A8B","My Letter","So I Can Love You / Untouched","The Emotions",1970
"164429","SOFWFIB12AB0182E56","La Huella De Mis Besos","Ellas Cantan Asi","Lucha Villa Con El Mariachi Vargas De Tecalitlan",0
"164926","SOCNMAX12AB0187921","Tambalea - Acapella","Yo marco el minuto / Tambalea","Mala Rodríguez",0
"82465","SOJPBZB12A8C132CD8","Raga Nat Bhairav","Sounds Of The Strings","Vishwa Mohan Bhatt",0
"119058","SOLDIJB12AB0188136","I Won't Forget You","A Tribute To Jim Reeves","Bill Quinn",0
"99498","SOWTKQN12A8AE4569B","Give Your Heart Away (LP Version)","Kaleidoscope","Rachael Lampa",2002
"70434","SOUDJVE12A6D4F59F0","The Coming Of The Roads (LP Version)","Fifth Album","Judy Collins",1965
"41351","SOVJWRB12A67ADD8E6","In einem Schloss","Die Stadt","Klee",2006
"94128","SORYLVE12AB0184639","When I'm Gone","Desolation Street","I Walk The Line",2006
"143616","SOHHZDH12A8AE460CC","Love Of The Common People","No Parlez","Paul Young",1983
"24407","SOIZGYU12A67ADD68D","Natural Genocide","Assassination","Krisiun",2006
"26198","SORYPTT12A6D4F9E83","Emma (LP Version)","Jonathan Edwards","Jonathan Edwards",1971
"90932","SOYSXWF12A8C138342","Bonus Track","Star Condemn'd","Earth",0
"66713","SOIOYHR12AC468BE76","I'll Be Around","I'll Be Around (featuring The Spinners)","Rappin' 4-Tay",1994
"100866","SOZIECT12AB017D6E2","Don't You Write Her Off","Roger McGuinn Live At The XM Studios  05/27/2004","Roger McGuinn",0
"49143","SOKGBCN12AB0184964","Psychoreal","Devils in my details","Ohgr",2008
"165492","SONZUCD12AB0183F2B","Eagles Rhythm Gift","Drum Cargo - Rhythms of Fire","David & Steve Gordon",0
"16335","SOHVZOJ12AB017F392","Treat Her Right","Hypnotic","Muck and the Mires",0
"41107","SOPTZOT12A8C13F018","The Healer","Divine Intervention","Palace",0
"139992","SOARPUF12A8AE46DB9","Mint Stallion","Avec Amour","Azalia Snail",2006
"181426","SODTNQE12A670204B9","Toca Telefone","Roma Negra","Olodum",0
"181806","SOUJKZH12AAF3B4CF9","Lick It","Lick It","Fawni",0
"73533","SOCRJDV12A8C13AC6D","Tom Sawyer","Prog","Reid Anderson / Ethan Iverson / David King",2007
"121581","SOSSLMM12AB0188492","Ain't It the Truth","The Funkiest Band You Never Heard","Catalyst",0
"85322","SONHPLO12AAF3B4495","Mahiya Ve Tenu Ki Pata","Na Hova Juda","Naseebo Lal",0
"156248","SOIDPDM12A8C13462A","Jeux Interdits ""Le reve","20 Melodies pour rever_ Volume 1","Alain Morisod",0
"57731","SOHODHJ12A6D4FCAC7","Krushed","Krushjob","Logickal",0
"111810","SOWCKIM12AC3DF8504","Hound Dog","The Xfm Sessions","The Buff Medways",2007
"32785","SOCEGPK12AB018E3BB","Nemirni ljudi","Eva Braun-Prisluskivanja","Eva Braun",1992
"167741","SOPIPWP12AC468690C","El hombre_ la tierra y cintas de video","Contra la amenaza del Dr. Thedio","Los Petersellers",1997
"101625","SOEUIDL12A8C135E58","One Moment in Time","One Moment in Time","Corinna May",0
"31324","SOIQKJH12AF72A1D60","We are All Winners","Non-Stop","We Are Wolves",2005
"25405","SOHRPWW12AB017EC3A","You're The Greatest Lover (Live)","Klang Der Unsterblichkeit","Massiv in Mensch",2006
"29927","SOVDECX12A67021676","Cyclops","Portrait Of An American Family","Marilyn Manson",0
"69621","SOOKZPI12A8C133045","St. Thomas","Renaissance","Branford Marsalis",1987
"55678","SONRWBR12A58A765A3","Don't You Worry","Red Cab To Manhattan","Stephen Bishop",0
"153597","SODZDOV12AB0188390","Rubber Neck Blues","Rural Delivery No. 1","The New Lost City Ramblers",1965
"148112","SOAJOOF12A67AD8FB0","sad And Lonesome","Blue This Evening","Memphis Slim",0
"97352","SOIZDJS12A6D4FA0D2","Hinokh yafo","Possessed","The Klezmatics",1997
"57000","SOUVHKI12B0B80A311","Angelina","Keb' Mo'","Keb' Mo'",1994
"1760","SODDDAX12AC468941F","Flora_ The Lily Of The West","Odd Man In","Tim O'brien",0
"191540","SORYVVZ12A8C1326B4","I Stand Erected","Turbocharger","Chaotica",0
"11542","SOFJALK12A58A7EED6","Dreams Come True","Everybreath","Nils Lofgren",2005
"175025","SOQAIAZ12A67AD8E92","Africa","'O'","Cirque du Soleil",1998
"75625","SOPRJNU12AC46875FD","Torniquet for a Broken Planet","Identical Remote Controlled Reactions","Superheist",2002
"13491","SOLKTIF12A8AE47A82","Give Thanks & Praise","Nice It Up - The Best Of Sugar Minott","Sugar Minott",0
"7150","SOROQMY12A8C1413DD","Better Times","A Love Hate Masquerade","Kids In The Way",2007
